species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313353	EBG00000313353-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313354	EBG00000313354-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313355	EBG00000313355-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313356	EBG00000313356-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313357	EBG00000313357-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313358	EBG00000313358-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313359	EBG00000313359-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313360	EBG00000313360-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313361	EBG00000313361-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313362	EBG00000313362-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313363	EBG00000313363-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313364	EBG00000313364-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313365	EBG00000313365-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313366	EBG00000313366-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313367	EBG00000313367-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313368	EBG00000313368-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313369	EBG00000313369-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313370	EBG00000313370-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313371	EBG00000313371-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313372	EBG00000313372-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313373	EBG00000313373-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313374	EBG00000313374-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313375	EBG00000313375-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313376	EBG00000313376-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313377	EBG00000313377-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313378	EBG00000313378-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313379	EBG00000313379-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313380	EBG00000313380-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313381	EBG00000313381-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313382	EBG00000313382-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313383	EBG00000313383-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313384	EBG00000313384-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313385	EBG00000313385-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313386	EBG00000313386-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313387	EBG00000313387-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313388	EBG00000313388-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313389	EBG00000313389-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	EBG00000313390	EBG00000313390-1		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	Rv0001	CCP42723	CCP42723	AL123456	CCP42723
Mycobacterium_tuberculosis_h37rv	83332	Rv0002	CCP42724	CCP42724	AL123456	CCP42724
Mycobacterium_tuberculosis_h37rv	83332	Rv0003	CCP42725	CCP42725	AL123456	CCP42725
Mycobacterium_tuberculosis_h37rv	83332	Rv0004	CCP42726	CCP42726	AL123456	CCP42726
Mycobacterium_tuberculosis_h37rv	83332	Rv0005	CCP42727	CCP42727	AL123456	CCP42727
Mycobacterium_tuberculosis_h37rv	83332	Rv0006	CCP42728	CCP42728	AL123456	CCP42728
Mycobacterium_tuberculosis_h37rv	83332	Rv0007	CCP42729	CCP42729	AL123456	CCP42729
Mycobacterium_tuberculosis_h37rv	83332	Rv0008c	CCP42730	CCP42730	AL123456	CCP42730
Mycobacterium_tuberculosis_h37rv	83332	Rv0009	CCP42731	CCP42731	AL123456	CCP42731
Mycobacterium_tuberculosis_h37rv	83332	Rv0010c	CCP42732	CCP42732	AL123456	CCP42732
Mycobacterium_tuberculosis_h37rv	83332	Rv0011c	CCP42733	CCP42733	AL123456	CCP42733
Mycobacterium_tuberculosis_h37rv	83332	Rv0012	CCP42734	CCP42734	AL123456	CCP42734
Mycobacterium_tuberculosis_h37rv	83332	Rv0013	CCP42735	CCP42735	AL123456	CCP42735
Mycobacterium_tuberculosis_h37rv	83332	Rv0014c	CCP42736	CCP42736	AL123456	CCP42736
Mycobacterium_tuberculosis_h37rv	83332	Rv0015c	CCP42737	CCP42737	AL123456	CCP42737
Mycobacterium_tuberculosis_h37rv	83332	Rv0016c	CCP42738	CCP42738	AL123456	CCP42738
Mycobacterium_tuberculosis_h37rv	83332	Rv0017c	CCP42739	CCP42739	AL123456	CCP42739
Mycobacterium_tuberculosis_h37rv	83332	Rv0018c	CCP42740	CCP42740	AL123456	CCP42740
Mycobacterium_tuberculosis_h37rv	83332	Rv0019c	CCP42741	CCP42741	AL123456	CCP42741
Mycobacterium_tuberculosis_h37rv	83332	Rv0020c	CCP42742	CCP42742	AL123456	CCP42742
Mycobacterium_tuberculosis_h37rv	83332	Rv0021c	CCP42743	CCP42743	AL123456	CCP42743
Mycobacterium_tuberculosis_h37rv	83332	Rv0022c	CCP42744	CCP42744	AL123456	CCP42744
Mycobacterium_tuberculosis_h37rv	83332	Rv0023	CCP42745	CCP42745	AL123456	CCP42745
Mycobacterium_tuberculosis_h37rv	83332	Rv0024	CCP42746	CCP42746	AL123456	CCP42746
Mycobacterium_tuberculosis_h37rv	83332	Rv0025	CCP42747	CCP42747	AL123456	CCP42747
Mycobacterium_tuberculosis_h37rv	83332	Rv0026	CCP42748	CCP42748	AL123456	CCP42748
Mycobacterium_tuberculosis_h37rv	83332	Rv0027	CCP42749	CCP42749	AL123456	CCP42749
Mycobacterium_tuberculosis_h37rv	83332	Rv0028	CCP42750	CCP42750	AL123456	CCP42750
Mycobacterium_tuberculosis_h37rv	83332	Rv0029	CCP42751	CCP42751	AL123456	CCP42751
Mycobacterium_tuberculosis_h37rv	83332	Rv0030	CCP42752	CCP42752	AL123456	CCP42752
Mycobacterium_tuberculosis_h37rv	83332	Rv0031	CCP42753	CCP42753	AL123456	CCP42753
Mycobacterium_tuberculosis_h37rv	83332	Rv0032	CCP42754	CCP42754	AL123456	CCP42754
Mycobacterium_tuberculosis_h37rv	83332	Rv0033	CCP42755	CCP42755	AL123456	CCP42755
Mycobacterium_tuberculosis_h37rv	83332	Rv0034	CCP42756	CCP42756	AL123456	CCP42756
Mycobacterium_tuberculosis_h37rv	83332	Rv0035	CCP42757	CCP42757	AL123456	CCP42757
Mycobacterium_tuberculosis_h37rv	83332	Rv0036c	CCP42758	CCP42758	AL123456	CCP42758
Mycobacterium_tuberculosis_h37rv	83332	Rv0037c	CCP42759	CCP42759	AL123456	CCP42759
Mycobacterium_tuberculosis_h37rv	83332	Rv0038	CCP42760	CCP42760	AL123456	CCP42760
Mycobacterium_tuberculosis_h37rv	83332	Rv0039c	CCP42761	CCP42761	AL123456	CCP42761
Mycobacterium_tuberculosis_h37rv	83332	Rv0040c	CCP42762	CCP42762	AL123456	CCP42762
Mycobacterium_tuberculosis_h37rv	83332	Rv0041	CCP42763	CCP42763	AL123456	CCP42763
Mycobacterium_tuberculosis_h37rv	83332	Rv0042c	CCP42764	CCP42764	AL123456	CCP42764
Mycobacterium_tuberculosis_h37rv	83332	Rv0043c	CCP42765	CCP42765	AL123456	CCP42765
Mycobacterium_tuberculosis_h37rv	83332	Rv0044c	CCP42766	CCP42766	AL123456	CCP42766
Mycobacterium_tuberculosis_h37rv	83332	Rv0045c	CCP42767	CCP42767	AL123456	CCP42767
Mycobacterium_tuberculosis_h37rv	83332	Rv0046c	CCP42768	CCP42768	AL123456	CCP42768
Mycobacterium_tuberculosis_h37rv	83332	Rv0047c	CCP42769	CCP42769	AL123456	CCP42769
Mycobacterium_tuberculosis_h37rv	83332	Rv0048c	CCP42770	CCP42770	AL123456	CCP42770
Mycobacterium_tuberculosis_h37rv	83332	Rv0049	CCP42771	CCP42771	AL123456	CCP42771
Mycobacterium_tuberculosis_h37rv	83332	Rv0050	CCP42772	CCP42772	AL123456	CCP42772
Mycobacterium_tuberculosis_h37rv	83332	Rv0051	CCP42773	CCP42773	AL123456	CCP42773
Mycobacterium_tuberculosis_h37rv	83332	Rv0052	CCP42774	CCP42774	AL123456	CCP42774
Mycobacterium_tuberculosis_h37rv	83332	Rv0053	CCP42775	CCP42775	AL123456	CCP42775
Mycobacterium_tuberculosis_h37rv	83332	Rv0054	CCP42776	CCP42776	AL123456	CCP42776
Mycobacterium_tuberculosis_h37rv	83332	Rv0055	CCP42777	CCP42777	AL123456	CCP42777
Mycobacterium_tuberculosis_h37rv	83332	Rv0056	CCP42778	CCP42778	AL123456	CCP42778
Mycobacterium_tuberculosis_h37rv	83332	Rv0057	CCP42779	CCP42779	AL123456	CCP42779
Mycobacterium_tuberculosis_h37rv	83332	Rv0058	CCP42780	CCP42780	AL123456	CCP42780
Mycobacterium_tuberculosis_h37rv	83332	Rv0059	CCP42781	CCP42781	AL123456	CCP42781
Mycobacterium_tuberculosis_h37rv	83332	Rv0060	CCP42782	CCP42782	AL123456	CCP42782
Mycobacterium_tuberculosis_h37rv	83332	Rv0061c	CCP42783	CCP42783	AL123456	CCP42783
Mycobacterium_tuberculosis_h37rv	83332	Rv0062	CCP42784	CCP42784	AL123456	CCP42784
Mycobacterium_tuberculosis_h37rv	83332	Rv0063	CCP42785	CCP42785	AL123456	CCP42785
Mycobacterium_tuberculosis_h37rv	83332	Rv0064	CCP42786	CCP42786	AL123456	CCP42786
Mycobacterium_tuberculosis_h37rv	83332	Rv0064A	CCP42787	CCP42787	AL123456	CCP42787
Mycobacterium_tuberculosis_h37rv	83332	Rv0065	CCP42788	CCP42788	AL123456	CCP42788
Mycobacterium_tuberculosis_h37rv	83332	Rv0066c	CCP42789	CCP42789	AL123456	CCP42789
Mycobacterium_tuberculosis_h37rv	83332	Rv0067c	CCP42790	CCP42790	AL123456	CCP42790
Mycobacterium_tuberculosis_h37rv	83332	Rv0068	CCP42791	CCP42791	AL123456	CCP42791
Mycobacterium_tuberculosis_h37rv	83332	Rv0069c	CCP42792	CCP42792	AL123456	CCP42792
Mycobacterium_tuberculosis_h37rv	83332	Rv0070c	CCP42793	CCP42793	AL123456	CCP42793
Mycobacterium_tuberculosis_h37rv	83332	Rv0071	CCP42794	CCP42794	AL123456	CCP42794
Mycobacterium_tuberculosis_h37rv	83332	Rv0072	CCP42795	CCP42795	AL123456	CCP42795
Mycobacterium_tuberculosis_h37rv	83332	Rv0073	CCP42796	CCP42796	AL123456	CCP42796
Mycobacterium_tuberculosis_h37rv	83332	Rv0074	CCP42797	CCP42797	AL123456	CCP42797
Mycobacterium_tuberculosis_h37rv	83332	Rv0075	CCP42798	CCP42798	AL123456	CCP42798
Mycobacterium_tuberculosis_h37rv	83332	Rv0076c	CCP42799	CCP42799	AL123456	CCP42799
Mycobacterium_tuberculosis_h37rv	83332	Rv0077c	CCP42800	CCP42800	AL123456	CCP42800
Mycobacterium_tuberculosis_h37rv	83332	Rv0078	CCP42801	CCP42801	AL123456	CCP42801
Mycobacterium_tuberculosis_h37rv	83332	Rv0078A	CCP42802	CCP42802	AL123456	CCP42802
Mycobacterium_tuberculosis_h37rv	83332	Rv0078B	CCP42803	CCP42803	AL123456	CCP42803
Mycobacterium_tuberculosis_h37rv	83332	Rv0079	CCP42804	CCP42804	AL123456	CCP42804
Mycobacterium_tuberculosis_h37rv	83332	Rv0080	CCP42805	CCP42805	AL123456	CCP42805
Mycobacterium_tuberculosis_h37rv	83332	Rv0081	CCP42806	CCP42806	AL123456	CCP42806
Mycobacterium_tuberculosis_h37rv	83332	Rv0082	CCP42807	CCP42807	AL123456	CCP42807
Mycobacterium_tuberculosis_h37rv	83332	Rv0083	CCP42808	CCP42808	AL123456	CCP42808
Mycobacterium_tuberculosis_h37rv	83332	Rv0084	CCP42809	CCP42809	AL123456	CCP42809
Mycobacterium_tuberculosis_h37rv	83332	Rv0085	CCP42810	CCP42810	AL123456	CCP42810
Mycobacterium_tuberculosis_h37rv	83332	Rv0086	CCP42811	CCP42811	AL123456	CCP42811
Mycobacterium_tuberculosis_h37rv	83332	Rv0087	CCP42812	CCP42812	AL123456	CCP42812
Mycobacterium_tuberculosis_h37rv	83332	Rv0088	CCP42813	CCP42813	AL123456	CCP42813
Mycobacterium_tuberculosis_h37rv	83332	Rv0089	CCP42814	CCP42814	AL123456	CCP42814
Mycobacterium_tuberculosis_h37rv	83332	Rv0090	CCP42815	CCP42815	AL123456	CCP42815
Mycobacterium_tuberculosis_h37rv	83332	Rv0091	CCP42816	CCP42816	AL123456	CCP42816
Mycobacterium_tuberculosis_h37rv	83332	Rv0092	CCP42817	CCP42817	AL123456	CCP42817
Mycobacterium_tuberculosis_h37rv	83332	Rv0093c	CCP42818	CCP42818	AL123456	CCP42818
Mycobacterium_tuberculosis_h37rv	83332	Rv0094c	CCP42819	CCP42819	AL123456	CCP42819
Mycobacterium_tuberculosis_h37rv	83332	Rv0095c	CCP42820	CCP42820	AL123456	CCP42820
Mycobacterium_tuberculosis_h37rv	83332	Rv0096	CCP42821	CCP42821	AL123456	CCP42821
Mycobacterium_tuberculosis_h37rv	83332	Rv0097	CCP42822	CCP42822	AL123456	CCP42822
Mycobacterium_tuberculosis_h37rv	83332	Rv0098	CCP42823	CCP42823	AL123456	CCP42823
Mycobacterium_tuberculosis_h37rv	83332	Rv0099	CCP42824	CCP42824	AL123456	CCP42824
Mycobacterium_tuberculosis_h37rv	83332	Rv0100	CCP42825	CCP42825	AL123456	CCP42825
Mycobacterium_tuberculosis_h37rv	83332	Rv0101	CCP42826	CCP42826	AL123456	CCP42826
Mycobacterium_tuberculosis_h37rv	83332	Rv0102	CCP42827	CCP42827	AL123456	CCP42827
Mycobacterium_tuberculosis_h37rv	83332	Rv0103c	CCP42828	CCP42828	AL123456	CCP42828
Mycobacterium_tuberculosis_h37rv	83332	Rv0104	CCP42829	CCP42829	AL123456	CCP42829
Mycobacterium_tuberculosis_h37rv	83332	Rv0105c	CCP42830	CCP42830	AL123456	CCP42830
Mycobacterium_tuberculosis_h37rv	83332	Rv0106	CCP42831	CCP42831	AL123456	CCP42831
Mycobacterium_tuberculosis_h37rv	83332	Rv0107c	CCP42832	CCP42832	AL123456	CCP42832
Mycobacterium_tuberculosis_h37rv	83332	Rv0108c	CCP42833	CCP42833	AL123456	CCP42833
Mycobacterium_tuberculosis_h37rv	83332	Rv0109	CCP42834	CCP42834	AL123456	CCP42834
Mycobacterium_tuberculosis_h37rv	83332	Rv0110	CCP42835	CCP42835	AL123456	CCP42835
Mycobacterium_tuberculosis_h37rv	83332	Rv0111	CCP42836	CCP42836	AL123456	CCP42836
Mycobacterium_tuberculosis_h37rv	83332	Rv0112	CCP42837	CCP42837	AL123456	CCP42837
Mycobacterium_tuberculosis_h37rv	83332	Rv0113	CCP42838	CCP42838	AL123456	CCP42838
Mycobacterium_tuberculosis_h37rv	83332	Rv0114	CCP42839	CCP42839	AL123456	CCP42839
Mycobacterium_tuberculosis_h37rv	83332	Rv0115	CCP42840	CCP42840	AL123456	CCP42840
Mycobacterium_tuberculosis_h37rv	83332	Rv0116c	CCP42841	CCP42841	AL123456	CCP42841
Mycobacterium_tuberculosis_h37rv	83332	Rv0117	CCP42842	CCP42842	AL123456	CCP42842
Mycobacterium_tuberculosis_h37rv	83332	Rv0118c	CCP42843	CCP42843	AL123456	CCP42843
Mycobacterium_tuberculosis_h37rv	83332	Rv0119	CCP42844	CCP42844	AL123456	CCP42844
Mycobacterium_tuberculosis_h37rv	83332	Rv0120c	CCP42845	CCP42845	AL123456	CCP42845
Mycobacterium_tuberculosis_h37rv	83332	Rv0121c	CCP42846	CCP42846	AL123456	CCP42846
Mycobacterium_tuberculosis_h37rv	83332	Rv0122	CCP42847	CCP42847	AL123456	CCP42847
Mycobacterium_tuberculosis_h37rv	83332	Rv0123	CCP42848	CCP42848	AL123456	CCP42848
Mycobacterium_tuberculosis_h37rv	83332	Rv0124	CCP42849	CCP42849	AL123456	CCP42849
Mycobacterium_tuberculosis_h37rv	83332	Rv0125	CCP42850	CCP42850	AL123456	CCP42850
Mycobacterium_tuberculosis_h37rv	83332	Rv0126	CCP42851	CCP42851	AL123456	CCP42851
Mycobacterium_tuberculosis_h37rv	83332	Rv0127	CCP42852	CCP42852	AL123456	CCP42852
Mycobacterium_tuberculosis_h37rv	83332	Rv0128	CCP42853	CCP42853	AL123456	CCP42853
Mycobacterium_tuberculosis_h37rv	83332	Rv0129c	CCP42854	CCP42854	AL123456	CCP42854
Mycobacterium_tuberculosis_h37rv	83332	Rv0130	CCP42855	CCP42855	AL123456	CCP42855
Mycobacterium_tuberculosis_h37rv	83332	Rv0131c	CCP42856	CCP42856	AL123456	CCP42856
Mycobacterium_tuberculosis_h37rv	83332	Rv0132c	CCP42857	CCP42857	AL123456	CCP42857
Mycobacterium_tuberculosis_h37rv	83332	Rv0133	CCP42858	CCP42858	AL123456	CCP42858
Mycobacterium_tuberculosis_h37rv	83332	Rv0134	CCP42859	CCP42859	AL123456	CCP42859
Mycobacterium_tuberculosis_h37rv	83332	Rv0135c	CCP42860	CCP42860	AL123456	CCP42860
Mycobacterium_tuberculosis_h37rv	83332	Rv0136	CCP42861	CCP42861	AL123456	CCP42861
Mycobacterium_tuberculosis_h37rv	83332	Rv0137c	CCP42862	CCP42862	AL123456	CCP42862
Mycobacterium_tuberculosis_h37rv	83332	Rv0138	CCP42863	CCP42863	AL123456	CCP42863
Mycobacterium_tuberculosis_h37rv	83332	Rv0139	CCP42864	CCP42864	AL123456	CCP42864
Mycobacterium_tuberculosis_h37rv	83332	Rv0140	CCP42865	CCP42865	AL123456	CCP42865
Mycobacterium_tuberculosis_h37rv	83332	Rv0141c	CCP42866	CCP42866	AL123456	CCP42866
Mycobacterium_tuberculosis_h37rv	83332	Rv0142	CCP42867	CCP42867	AL123456	CCP42867
Mycobacterium_tuberculosis_h37rv	83332	Rv0143c	CCP42868	CCP42868	AL123456	CCP42868
Mycobacterium_tuberculosis_h37rv	83332	Rv0144	CCP42869	CCP42869	AL123456	CCP42869
Mycobacterium_tuberculosis_h37rv	83332	Rv0145	CCP42870	CCP42870	AL123456	CCP42870
Mycobacterium_tuberculosis_h37rv	83332	Rv0146	CCP42871	CCP42871	AL123456	CCP42871
Mycobacterium_tuberculosis_h37rv	83332	Rv0147	CCP42872	CCP42872	AL123456	CCP42872
Mycobacterium_tuberculosis_h37rv	83332	Rv0148	CCP42873	CCP42873	AL123456	CCP42873
Mycobacterium_tuberculosis_h37rv	83332	Rv0149	CCP42874	CCP42874	AL123456	CCP42874
Mycobacterium_tuberculosis_h37rv	83332	Rv0150c	CCP42875	CCP42875	AL123456	CCP42875
Mycobacterium_tuberculosis_h37rv	83332	Rv0151c	CCP42876	CCP42876	AL123456	CCP42876
Mycobacterium_tuberculosis_h37rv	83332	Rv0152c	CCP42877	CCP42877	AL123456	CCP42877
Mycobacterium_tuberculosis_h37rv	83332	Rv0153c	CCP42878	CCP42878	AL123456	CCP42878
Mycobacterium_tuberculosis_h37rv	83332	Rv0154c	CCP42879	CCP42879	AL123456	CCP42879
Mycobacterium_tuberculosis_h37rv	83332	Rv0155	CCP42880	CCP42880	AL123456	CCP42880
Mycobacterium_tuberculosis_h37rv	83332	Rv0156	CCP42881	CCP42881	AL123456	CCP42881
Mycobacterium_tuberculosis_h37rv	83332	Rv0157	CCP42882	CCP42882	AL123456	CCP42882
Mycobacterium_tuberculosis_h37rv	83332	Rv0157A	CCP42883	CCP42883	AL123456	CCP42883
Mycobacterium_tuberculosis_h37rv	83332	Rv0158	CCP42884	CCP42884	AL123456	CCP42884
Mycobacterium_tuberculosis_h37rv	83332	Rv0159c	CCP42885	CCP42885	AL123456	CCP42885
Mycobacterium_tuberculosis_h37rv	83332	Rv0160c	CCP42886	CCP42886	AL123456	CCP42886
Mycobacterium_tuberculosis_h37rv	83332	Rv0161	CCP42887	CCP42887	AL123456	CCP42887
Mycobacterium_tuberculosis_h37rv	83332	Rv0162c	CCP42888	CCP42888	AL123456	CCP42888
Mycobacterium_tuberculosis_h37rv	83332	Rv0163	CCP42889	CCP42889	AL123456	CCP42889
Mycobacterium_tuberculosis_h37rv	83332	Rv0164	CCP42890	CCP42890	AL123456	CCP42890
Mycobacterium_tuberculosis_h37rv	83332	Rv0165c	CCP42891	CCP42891	AL123456	CCP42891
Mycobacterium_tuberculosis_h37rv	83332	Rv0166	CCP42892	CCP42892	AL123456	CCP42892
Mycobacterium_tuberculosis_h37rv	83332	Rv0167	CCP42893	CCP42893	AL123456	CCP42893
Mycobacterium_tuberculosis_h37rv	83332	Rv0168	CCP42894	CCP42894	AL123456	CCP42894
Mycobacterium_tuberculosis_h37rv	83332	Rv0169	CCP42895	CCP42895	AL123456	CCP42895
Mycobacterium_tuberculosis_h37rv	83332	Rv0170	CCP42896	CCP42896	AL123456	CCP42896
Mycobacterium_tuberculosis_h37rv	83332	Rv0171	CCP42897	CCP42897	AL123456	CCP42897
Mycobacterium_tuberculosis_h37rv	83332	Rv0172	CCP42898	CCP42898	AL123456	CCP42898
Mycobacterium_tuberculosis_h37rv	83332	Rv0173	CCP42899	CCP42899	AL123456	CCP42899
Mycobacterium_tuberculosis_h37rv	83332	Rv0174	CCP42900	CCP42900	AL123456	CCP42900
Mycobacterium_tuberculosis_h37rv	83332	Rv0175	CCP42901	CCP42901	AL123456	CCP42901
Mycobacterium_tuberculosis_h37rv	83332	Rv0176	CCP42902	CCP42902	AL123456	CCP42902
Mycobacterium_tuberculosis_h37rv	83332	Rv0177	CCP42903	CCP42903	AL123456	CCP42903
Mycobacterium_tuberculosis_h37rv	83332	Rv0178	CCP42904	CCP42904	AL123456	CCP42904
Mycobacterium_tuberculosis_h37rv	83332	Rv0179c	CCP42905	CCP42905	AL123456	CCP42905
Mycobacterium_tuberculosis_h37rv	83332	Rv0180c	CCP42906	CCP42906	AL123456	CCP42906
Mycobacterium_tuberculosis_h37rv	83332	Rv0181c	CCP42907	CCP42907	AL123456	CCP42907
Mycobacterium_tuberculosis_h37rv	83332	Rv0182c	CCP42908	CCP42908	AL123456	CCP42908
Mycobacterium_tuberculosis_h37rv	83332	Rv0183	CCP42909	CCP42909	AL123456	CCP42909
Mycobacterium_tuberculosis_h37rv	83332	Rv0184	CCP42910	CCP42910	AL123456	CCP42910
Mycobacterium_tuberculosis_h37rv	83332	Rv0185	CCP42911	CCP42911	AL123456	CCP42911
Mycobacterium_tuberculosis_h37rv	83332	Rv0186	CCP42912	CCP42912	AL123456	CCP42912
Mycobacterium_tuberculosis_h37rv	83332	Rv0186A	CCP42913	CCP42913	AL123456	CCP42913
Mycobacterium_tuberculosis_h37rv	83332	Rv0187	CCP42914	CCP42914	AL123456	CCP42914
Mycobacterium_tuberculosis_h37rv	83332	Rv0188	CCP42915	CCP42915	AL123456	CCP42915
Mycobacterium_tuberculosis_h37rv	83332	Rv0189c	CCP42916	CCP42916	AL123456	CCP42916
Mycobacterium_tuberculosis_h37rv	83332	Rv0190	CCP42917	CCP42917	AL123456	CCP42917
Mycobacterium_tuberculosis_h37rv	83332	Rv0191	CCP42918	CCP42918	AL123456	CCP42918
Mycobacterium_tuberculosis_h37rv	83332	Rv0192	CCP42919	CCP42919	AL123456	CCP42919
Mycobacterium_tuberculosis_h37rv	83332	Rv0192A	CCP42920	CCP42920	AL123456	CCP42920
Mycobacterium_tuberculosis_h37rv	83332	Rv0193c	CCP42921	CCP42921	AL123456	CCP42921
Mycobacterium_tuberculosis_h37rv	83332	Rv0194	CCP42922	CCP42922	AL123456	CCP42922
Mycobacterium_tuberculosis_h37rv	83332	Rv0195	CCP42923	CCP42923	AL123456	CCP42923
Mycobacterium_tuberculosis_h37rv	83332	Rv0196	CCP42924	CCP42924	AL123456	CCP42924
Mycobacterium_tuberculosis_h37rv	83332	Rv0197	CCP42925	CCP42925	AL123456	CCP42925
Mycobacterium_tuberculosis_h37rv	83332	Rv0198c	CCP42926	CCP42926	AL123456	CCP42926
Mycobacterium_tuberculosis_h37rv	83332	Rv0199	CCP42927	CCP42927	AL123456	CCP42927
Mycobacterium_tuberculosis_h37rv	83332	Rv0200	CCP42928	CCP42928	AL123456	CCP42928
Mycobacterium_tuberculosis_h37rv	83332	Rv0201c	CCP42929	CCP42929	AL123456	CCP42929
Mycobacterium_tuberculosis_h37rv	83332	Rv0202c	CCP42930	CCP42930	AL123456	CCP42930
Mycobacterium_tuberculosis_h37rv	83332	Rv0203	CCP42931	CCP42931	AL123456	CCP42931
Mycobacterium_tuberculosis_h37rv	83332	Rv0204c	CCP42932	CCP42932	AL123456	CCP42932
Mycobacterium_tuberculosis_h37rv	83332	Rv0205	CCP42933	CCP42933	AL123456	CCP42933
Mycobacterium_tuberculosis_h37rv	83332	Rv0206c	CCP42934	CCP42934	AL123456	CCP42934
Mycobacterium_tuberculosis_h37rv	83332	Rv0207c	CCP42935	CCP42935	AL123456	CCP42935
Mycobacterium_tuberculosis_h37rv	83332	Rv0208c	CCP42936	CCP42936	AL123456	CCP42936
Mycobacterium_tuberculosis_h37rv	83332	Rv0209	CCP42937	CCP42937	AL123456	CCP42937
Mycobacterium_tuberculosis_h37rv	83332	Rv0210	CCP42938	CCP42938	AL123456	CCP42938
Mycobacterium_tuberculosis_h37rv	83332	Rv0211	CCP42939	CCP42939	AL123456	CCP42939
Mycobacterium_tuberculosis_h37rv	83332	Rv0212c	CCP42940	CCP42940	AL123456	CCP42940
Mycobacterium_tuberculosis_h37rv	83332	Rv0213c	CCP42941	CCP42941	AL123456	CCP42941
Mycobacterium_tuberculosis_h37rv	83332	Rv0214	CCP42942	CCP42942	AL123456	CCP42942
Mycobacterium_tuberculosis_h37rv	83332	Rv0215c	CCP42943	CCP42943	AL123456	CCP42943
Mycobacterium_tuberculosis_h37rv	83332	Rv0216	CCP42944	CCP42944	AL123456	CCP42944
Mycobacterium_tuberculosis_h37rv	83332	Rv0217c	CCP42945	CCP42945	AL123456	CCP42945
Mycobacterium_tuberculosis_h37rv	83332	Rv0218	CCP42946	CCP42946	AL123456	CCP42946
Mycobacterium_tuberculosis_h37rv	83332	Rv0219	CCP42947	CCP42947	AL123456	CCP42947
Mycobacterium_tuberculosis_h37rv	83332	Rv0220	CCP42948	CCP42948	AL123456	CCP42948
Mycobacterium_tuberculosis_h37rv	83332	Rv0221	CCP42949	CCP42949	AL123456	CCP42949
Mycobacterium_tuberculosis_h37rv	83332	Rv0222	CCP42950	CCP42950	AL123456	CCP42950
Mycobacterium_tuberculosis_h37rv	83332	Rv0223c	CCP42951	CCP42951	AL123456	CCP42951
Mycobacterium_tuberculosis_h37rv	83332	Rv0224c	CCP42952	CCP42952	AL123456	CCP42952
Mycobacterium_tuberculosis_h37rv	83332	Rv0225	CCP42953	CCP42953	AL123456	CCP42953
Mycobacterium_tuberculosis_h37rv	83332	Rv0226c	CCP42954	CCP42954	AL123456	CCP42954
